dataSet,ladder,smileLaugh,enjoyment,worry,sadness,depression,anger,income,household,television,computer,internetAccess,food,shelter,livingStandard,ticket,lawsuit,respect,learn,opportunity,time,emergency,gender,age,maritalStatus,residentialArea,education
hatton,5,2,2,1,1,2,1,27000,1,,,,,,,,,,,,,,2,,,,
hatton,9,1,1,2,2,2,2,32000,1,,,,,,,,,,,,,,2,,,,
hatton,7,1,1,2,2,2,2,36000,3,,,,,,,,,,,,,,2,,,,
hatton,3,2,2,1,1,1,2,75000,6,,,,,,,,,,,,,,2,,,,
hatton,8,2,2,2,2,2,1,40000,3,,,,,,,,,,,,,,1,,,,
hatton,6,2,2,1,1,1,2,65000,3,,,,,,,,,,,,,,2,,,,
hatton,7,1,1,2,2,2,2,100000,1,,,,,,,,,,,,,,2,,,,
hatton,7,1,1,1,2,2,2,40000,1,,,,,,,,,,,,,,1,,,,
hatton,6,2,1,2,2,2,2,60000,1,,,,,,,,,,,,,,2,,,,
hatton,3,2,1,1,1,1,1,35000,2,,,,,,,,,,,,,,1,,,,
hatton,8,1,2,2,2,2,2,0,3,,,,,,,,,,,,,,2,,,,
hatton,6,1,2,1,2,2,2,48000,4,,,,,,,,,,,,,,2,,,,
hatton,7,2,2,2,2,2,2,66000,2,,,,,,,,,,,,,,1,,,,
hatton,6,1,2,2,2,1,1,"60,000",1,,,,,,,,,,,,,,1,,,,
hatton,5,1,2,1,2,2,2,"25,000",3,,,,,,,,,,,,,,2,,,,
hatton,6,1,2,2,2,1,1,"50,000",4,,,,,,,,,,,,,,2,,,,
hatton,4,1,1,1,2,2,2,"35,000",5,,,,,,,,,,,,,,1,,,,
hatton,5,1,1,1,2,2,1,"40,000",2,,,,,,,,,,,,,,2,,,,
hatton,8,1,1,2,2,2,1,"20,000",4,,,,,,,,,,,,,,1,,,,
hatton,5,1,2,1,1,2,1,"170,000",5,,,,,,,,,,,,,,2,,,,
hatton,4,1,2,1,2,2,1,"30,000",4,,,,,,,,,,,,,,2,,,,
hatton,6,1,1,1,2,2,1,"30,000",4,,,,,,,,,,,,,,2,,,,
hatton,7,1,1,1,2,2,2,"60,000",4,,,,,,,,,,,,,,2,,,,
hatton,8,1,1,1,2,2,2,"35,000",4,,,,,,,,,,,,,,1,,,,
hatton,7,1,2,2,2,1,1,"72,000",4,,,,,,,,,,,,,,1,,,,
hatton,8,1,1,1,2,2,2,"35,000",4,,,,,,,,,,,,,,2,,,,
hatton,7,1,1,1,2,2,2,"60,000",4,,,,,,,,,,,,,,1,,,,
hatton,6,1,2,2,2,1,1,60,5,,,,,,,,,,,,,,1,,,,
hatton,4,1,2,1,2,2,2,25,4,,,,,,,,,,,,,,1,,,,
hatton,5,1,2,2,2,1,2,50,2,,,,,,,,,,,,,,1,,,,
hatton,8,1,1,1,2,2,2,35,4,,,,,,,,,,,,,,2,,,,
hatton,5,1,1,2,2,2,2,40,3,,,,,,,,,,,,,,1,,,,
hatton,4,1,1,2,2,2,2,20,4,,,,,,,,,,,,,,2,,,,
hatton,5,1,1,1,1,2,1,25,3,,,,,,,,,,,,,,1,,,,
hatton,4,1,2,2,2,2,2,36,2,,,,,,,,,,,,,,2,,,,
hatton,5,2,2,1,1,2,1,29,1,,,,,,,,,,,,,,2,,,,
hatton,9,1,1,2,2,2,2,33,1,,,,,,,,,,,,,,2,,,,
hatton,7,1,1,2,2,2,2,54,3,,,,,,,,,,,,,,2,,,,
hatton,3,2,2,1,1,1,2,42,6,,,,,,,,,,,,,,2,,,,
hatton,8,2,2,2,2,2,1,40,3,,,,,,,,,,,,,,2,,,,
hatton,6,2,2,1,1,1,2,65,3,,,,,,,,,,,,,,1,,,,
hatton,7,1,1,2,2,2,2,100,1,,,,,,,,,,,,,,1,,,,
hatton,7,1,1,1,2,2,2,43,1,,,,,,,,,,,,,,2,,,,
hatton,6,2,1,2,2,2,2,60,1,,,,,,,,,,,,,,1,,,,
hatton,3,2,1,1,1,1,1,35,2,,,,,,,,,,,,,,2,,,,
hatton,8,1,2,2,2,2,2,26,3,,,,,,,,,,,,,,2,,,,
hatton,6,1,2,1,2,2,2,48,4,,,,,,,,,,,,,,2,,,,
hatton,7,2,2,2,2,2,2,60,2,,,,,,,,,,,,,,1,,,,
hatton,6,1,2,2,2,1,1,40,1,,,,,,,,,,,,,,2,,,,
hatton,6,1,1,2,2,2,1,"60,000",3,,,,,,,,,,,,,,1,,,,
hatton,7,1,1,2,2,2,1,"82,000",6,,,,,,,,,,,,,,2,,,,
hatton,3,2,1,1,1,2,2,"40,000",2,,,,,,,,,,,,,,1,,,,
hatton,8,1,1,2,1,2,1,"70,000",4,,,,,,,,,,,,,,1,,,,
hatton,1,2,2,2,2,2,1,"75,000",5,,,,,,,,,,,,,,1,,,,
hatton,1,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,
hatton,8,1,1,2,2,2,2,"62,000",2,,,,,,,,,,,,,,2,,,,
hatton,6,1,1,2,2,2,2,"45,000",1,,,,,,,,,,,,,,2,,,,
hatton,9,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,
hatton,8,2,1,2,2,2,1,0,1,,,,,,,,,,,,,,1,,,,
hatton,7,1,1,2,2,2,2,"65,000",1,,,,,,,,,,,,,,2,,,,
hatton,6,1,2,1,2,2,2,"50,000",1,,,,,,,,,,,,,,1,,,,
hatton,9,1,1,2,2,2,2,"150,000",4,,,,,,,,,,,,,,2,,,,
hatton,5,1,2,1,1,2,2,"84,000",6,,,,,,,,,,,,,,1,,,,
hatton,2,2,2,1,1,2,2,"30,000",2,,,,,,,,,,,,,,2,,,,
hatton,5,1,1,1,1,2,1,"25,000",4,,,,,,,,,,,,,,1,,,,
hatton,4,1,2,2,2,2,2,35000,2,,,,,,,,,,,,,,2,,,,
hatton,5,2,2,1,1,2,1,27000,1,,,,,,,,,,,,,,2,,,,
hatton,9,1,1,2,2,2,2,32000,1,,,,,,,,,,,,,,2,,,,
hatton,7,1,1,2,2,2,2,36000,3,,,,,,,,,,,,,,2,,,,
hatton,3,2,2,1,1,1,2,75000,6,,,,,,,,,,,,,,2,,,,
hatton,8,2,2,2,2,2,1,40000,3,,,,,,,,,,,,,,1,,,,
hatton,6,2,2,1,1,1,2,65000,3,,,,,,,,,,,,,,2,,,,
hatton,7,1,1,2,2,2,2,100000,1,,,,,,,,,,,,,,2,,,,
hatton,7,1,1,1,2,2,2,40000,1,,,,,,,,,,,,,,1,,,,
hatton,6,2,1,2,2,2,2,60000,1,,,,,,,,,,,,,,2,,,,
hatton,3,2,1,1,1,1,1,35000,2,,,,,,,,,,,,,,1,,,,
hatton,8,1,2,2,2,2,2,0,3,,,,,,,,,,,,,,2,,,,
hatton,6,1,2,1,2,2,2,48000,4,,,,,,,,,,,,,,2,,,,
hatton,7,2,2,2,2,2,2,66000,2,,,,,,,,,,,,,,1,,,,
hatton,6,1,2,2,2,1,1,"60,000",1,,,,,,,,,,,,,,1,,,,
hatton,5,1,2,1,2,2,2,"25,000",3,,,,,,,,,,,,,,2,,,,
hatton,6,1,2,2,2,1,1,"50,000",4,,,,,,,,,,,,,,2,,,,
hatton,4,1,1,1,2,2,2,"35,000",5,,,,,,,,,,,,,,1,,,,
202psy,8,1,1,2,2,2,2,0,5,1,1,1,2,2,1,94,80,1,1,1,1,1,1,20,2,3,3
202psy,6,1,1,1,2,2,2,60000,4,1,1,1,1,2,1,10,0,1,1,1,2,1,2,20,2,1,3
202psy,5,1,1,2,2,2,2,50000,3,1,1,1,2,2,1,100,50,1,2,2,1,1,1,20,3,3,2
202psy,8,1,1,1,2,2,2,210000,5,1,1,1,2,2,1,100,66,1,1,1,1,1,2, ,1,4,4
202psy,5,1,1,2,2,2,2,24000,3,1,1,1,2,2,1,100,52,1,1,2,1,1,1,20,3,3,3
202psy,5,1,1,1,2,2,2,7000,3,1,1,1,2,2,1,25,21,1,1,2,1,1,1,19,3,3,3
202psy,6,1,1,2,2,2,2,7500,4,1,1,1,2,2,2,50, ,1,2,2,1,1,1,19,6,3,3
202psy,7,2,2,1,1,2,2,250000,5,1,1,1,2,2,1,100,100,1,1,1,1,1,1,48,1,4,5
202psy,7,2,1,1,2,2,2,15000,5,1,1,1,2,2,1,100,100,1,1,1,1,1,2,20,3,1,2
202psy,7,2,2,1,1,1,2,90000,5,1,1,1,2,2,1,90,30,2,1,2,2,1,1,19,3,4,2
202psy,7,1,1,2,2,2,2,90000,4,1,1,1,2,2,1,100,74,1,1,1,1,1,1,20,2,3,3
202psy,7,1,1,1,2,2,1,15000,3,1,1,1,2,2,1,91,21,1,1,2,2,1,1,19,3,3,3
202psy,8,1,1,1,2,2,2,20000,1,1,1,1,2,2,2,100,71,1,1,1,2,2,1,24,3,3,5
202psy,7,1,1,1,2,2,2,100000,5,1,1,1,2,2,1,100,90,1,1,2,2,1,1,19,3,3,3
202psy,7,1,1,1,1,1,2,100000,4,1,1,1,2,2,2,84,82,1,1,1,1,1,2,20,3,3,3
202psy,6,2,1,1,1,1,1,8000,3,1,1,1,2,2,1,100,100,1,1,2,2,1,1,19,2,3,3
202psy,5,2,2,1,1,1,1,10000,3,1,1,1,2,2,1,100,100,1,1,2,1,1,1,19,3,3,2
202psy,4,2,2,1,2,1,1,9000,5,1,1,1,2,2,2,4,0,1,1,2,1,1,1,20,3,4,3
202psy,6,1,1,2,2,2,2,10000,4,1,1,1,2,2,1,26,9,1,1,2,1,1,1,19,3,3,2
202psy,9,1,1,1,2,2,2,0,2,1,1,1,1,2,1,100,50,1,1,1,2,2,2,20,3,3,2
202psy,6,1,2,1,1,2,2,190000,4,1,1,1,2,2,1,100,70,1,1,2,1,1,1,19,3,4,2
202psy,7,1,1,1,2,2,1,0,4,1,1,1,2,2,1,100,50,1,1,1,2,1,2,19,3,3,3
202psy,7,2,2,1,1,1,2,1500,6,1,1,1,2,2,1,100,50,1,1,1,1,1,1,19,2,3,2
202psy,5,1,1,1,2,2,1,200000,4,1,1,1,2,2,1,100,69,1,1,1,2,1,2,20,3,3,3
202psy,9,2,2,1,1,1,1,200000,5,1,1,1,2,2,1,86,72,2,2,2,2,1,1,19,2,4,3
202psy,10,1,1,1,1,1,2,250000,5,1,1,1,2,2,1,100,100,1,1,1,1,1,1,19,3,3,2
202psy,8,1,1,1,2,2,2,350000,4,1,1,1,2,2,1,100,100,1,1,2,2,1,2,20,2,3,4
202psy,8,1,2,1,2,2,2,400000,5,1,1,1,2,2,2,100,100,1,1,2,2,1,2,20,3,3,3
202psy,7,2,2,1,2,2,2,15000,1,1,1,1,2,2,1,100,100,1,1,2,2,1,1,19,3,3,2
haneda,7,1,2,1,2,2,2,.,2,1,1,1,2,2,1,6,3,1,1,2,1,,1,19,6,3,3
haneda,3,2,2,1,2,2,2,100000,4,1,1,1,2,2,1,11,1,1,2,2,2,,1,19,5,4,3
haneda,7,1,1,2,2,2,1,20000,2,1,1,1,1,1,1,7,1,1,1,2,2,,2,20,5,3,3
haneda,5,1,1,2,2,2,2,30000,2,1,1,1,2,2,1,7,2,1,1,1,1,,2,24,1,3,3
haneda,8,1,1,1,1,2,2,NA,5,1,1,1,2,2,1,9,8,1,1,1,1,,2,19,5,1,3
haneda,5,2,2,2,1,2,1,NA,6,1,1,1,2,2,1,9,3,1,1,2,1,,2,18,5,3,3
haneda,9,2,2,1,2,2,1,185000,4,1,1,1,2,2,1,11,1,1,1,2,1,,2,19,5,1,3
haneda,5,1,1,1,1,2,2,60000,3,1,1,1,1,1,2,2,1,1,1,2,1,,1,19,2,4,3
haneda,9,1,1,2,2,2,2,200000,3,2,1,1,2,2,1,11,11,1,1,1,1,,2,18,5,3,2
haneda,6,1,1,2,2,2,2,40000,1,1,1,1,1,2,1,11,3,1,1,1,1,,2,24,5,4,4
haneda,8,1,2,1,2,2,2,120000,4,1,1,1,2,1,1,11,11,1,1,1,2,,1,19,5,4,3
haneda,5,1,1,1,2,2,2,15000,1,2,1,1,1,2,1,3,1,1,1,1,1,,2,22,5,1,4
haneda,5,1,1,2,2,2,2,40000,4,1,1,1,1,2,1,8,5,1,2,2,1,,2,19,5,1,3
haneda,7,1,1,2,2,2,2,120000,2,1,1,1,2,2,1,11,8,1,1,1,1,,2,27,1,4,4
haneda,9,1,1,2,1,2,2,150000,4,1,1,1,2,2,1,8,3,1,1,1,1,,2,19,6,4,3
haneda,6,1,2,1,1,2,2,NA,2,1,1,1,2,2,1,9,5,1,1,2,1,,2,18,5,4,3
haneda,9,1,1,1,1,2,2,100000,6,1,1,1,2,2,1,10,7,1,2,2,2,,2,21,5,3,3
haneda,7,1,1,1,2,2,1,170000,4,1,1,1,2,2,1,4,4,1,1,1,1,,2,19,5,4,2
haneda,5,1,1,2,2,2,2,80000,1,1,1,1,2,2,1,6,3,1,1,2,1,,2,47,4,4,4
haneda,6,1,1,2,2,2,1,NA,5,1,1,1,2,2,1,5,1,1,2,1,2,,2,19,5,3,2
haneda,7,1,1,2,2,2,2,60000,3,1,1,1,2,2,1,8,7,1,1,1,1,,2,18,5,4,3
haneda,8,1,1,1,2,2,2,35000,4,1,1,1,2,2,1,7,3,1,1,2,1,,2,19,5,4,3
haneda,8,1,1,1,2,2,2,NA,4,1,1,1,2,2,1,11,11,1,1,1,1,,2,47,1,4,4
haneda,6,1,1,1,2,2,2,200000,5,1,1,1,2,2,1,8,6,1,1,1,2,,2,19,5,4,3
haneda,5,1,1,1,1,1,2,20000,5,1,1,1,1,2,1,11,11,1,2,1,1,,1,19,5,4,3
haneda,3,2,2,1,1,1,1,30000,1,1,1,1,2,2,2,11,2,2,1,1,1,,1,23,5,3,4
haneda,9,1,1,2,2,2,2,130000,5,1,1,1,2,2,1,11,11,1,1,1,1,,1,18,5,4,2
haneda,8,1,1,2,2,2,2,172000,2,1,1,1,2,2,1,11,11,1,2,1,2,,2,53,1,4,4
haneda,8,1,1,1,1,1,2,15000,1,1,1,1,2,2,1,8,3,1,1,1,2,,1,21,5,4,3
haneda,6,1,1,2,2,2,2,NA,4,1,1,1,2,2,1,10,6,1,1,1,1,,1,19,5,3,3
haneda,8,1,1,1,2,2,2,80000,2,1,1,1,2,2,1,2,1,1,1,1,1,,2,18,5,3,4
haneda,6,2,1,1,2,2,2,100000,4,1,1,1,2,2,1,10,6,1,1,2,2,,2,48,1,3,4
haneda,8,1,1,1,1,1,1,125000,3,1,1,1,2,2,1,5,3,1,2,2,2,,2,18,5,3,3
haneda,7,1,1,1,1,1,2,120000,3,1,1,1,2,2,1,7,1,1,1,1,1,,1,19,5,3,1
haneda,8,1,1,2,2,2,2,NA,6,1,1,1,2,2,1,6,5,1,1,2,1,,1,19,5,3,3
haneda,8,1,1,2,2,2,1,NA,NA,1,1,1,1,2,1,9,4,1,1,1,1,,2,21,1,1,3
haneda,5,2,2,1,1,1,2,60000,4,1,1,1,2,2,1,7,3,1,1,2,2,,2,19,5,4,3
haneda,8,1,1,2,2,2,2,NA,5,1,1,1,2,2,1,8,5,1,1,1,2,,1,19,5,4,3
haneda,7,2,1,1,1,2,2,NA,3,1,1,1,1,1,1,6,7,1,1,1,1,,2,20,2,3,3
haneda,5,1,2,1,1,2,2,NA,3,1,1,1,2,1,2,8,1,1,1,2,1,,2,20,5,4,3
haneda,8,2,2,1,1,2,2,NA,4,1,1,1,2,2,1,11,8,1,1,2,1,,2,20,5,4,3
haneda,6,1,1,1,2,2,2,48000,1,1,1,1,2,2,1,11,4,1,1,2,1,,2,73,4,3,3
haneda,5,1,2,1,1,2,2,NA,4,1,1,1,2,2,2,11,1,2,1,2,1,,2,19,5,3,3
haneda,8,1,1,1,1,2,2,60000,4,1,1,1,2,2,1,8,5,1,1,1,1,,2,18,5,4,3
haneda,6,2,2,1,1,1,2,70000,6,1,1,1,2,2,1,11,1,1,1,2,1,,2,20,5,3,3
haneda,8,2,2,1,2,2,2,40000,3,1,1,1,2,2,1,8,7,1,1,1,1,,2,21,5,3,3
haneda,9,1,1,2,2,2,2,200000,4,1,1,1,2,2,1,11,11,1,1,1,1,,2,18,5,3,2
haneda,9,2,2,1,2,2,2,55000,1,2,1,1,2,2,2,11,11,1,1,2,1,,1,25,5,3,4
haneda,5,2,1,2,1,2,2,45000,3,1,1,1,2,2,2,1,1,1,1,1,1,,2,19,5,3,2
haneda,8,1,1,2,2,2,2,200000,5,1,1,1,2,2,1,11,10,1,1,1,1,,2,20,5,1,3
haneda,9,1,1,1,2,2,2,NA,4,1,1,1,2,2,1,11,10,1,1,1,1,,1,20,5,3,3
haneda,6,1,2,1,2,2,2,NA,3,1,1,1,2,2,1,11,6,1,1,1,1,,1,20,5,3,3
haneda,9,2,2,1,1,2,1,100000,3,1,1,1,2,2,1,11,1,1,1,2,1,,2,19,5,3,2
haneda,8,1,1,2,2,2,2,150000,4,1,1,1,2,2,1,11,3,1,1,1,1,,1,19,5,3,3
haneda,9,1,2,1,1,2,2,NA,4,1,1,1,2,2,1,11,10,1,1,1,1,,2,18,5,3,3
haneda,6,2,1,1,1,1,2,100,4,1,1,1,2,2,1,6,6,1,1,1,1,,2,19,2,3,3
haneda,8,1,1,1,2,2,2,170000,2,1,1,1,2,2,1,11,11,1,1,1,1,,2,65,1,4,4
haneda,7,1,1,1,2,2,2,170000,4,1,1,1,2,2,1,10,6,1,1,2,2,,2,46,1,4,4
haneda,8,1,1,2,2,2,2,100000,4,1,1,1,2,2,1,6,3,1,1,1,1,,2,21,5,4,3
haneda,9,1,1,1,2,2,2,200,6,1,1,1,2,2,1,11,9,1,1,2,1,,2,21,5,4,3
haneda,5,1,1,1,2,2,2,120000,6,1,1,1,2,2,1,11,9,1,1,1,1,,2,19,5,3,3
haneda,6,1,1,1,2,2,1,140000,4,1,1,1,2,2,1,11,9,1,1,1,1,,2,19,5,3,3
haneda,9,1,1,2,2,2,2,60734,2,1,1,1,2,2,1,11,11,1,1,1,1,,2,67,1,3,3
haneda,8,1,1,2,2,2,2,60000,4,1,1,1,2,2,1,8,4,1,1,2,1,,2,26,5,3,4
haneda,8,1,1,1,1,2,2,500000,4,1,1,1,2,2,1,6,4,1,1,2,1,,2,19,5,3,3
haneda,6,1,1,1,2,2,2,13000,0,2,1,1,1,2,1,1,1,1,1,1,1,,1,19,5,4,3
haneda,8,2,2,1,1,1,2,NA,5,1,1,1,2,2,1,7,6,1,2,2,1,,2,19,5,3,2
haneda,8,2,2,2,2,2,2,150000,3,1,1,1,2,2,1,11,11,1,2,2,1,,1,19,5,4,2
haneda,4,1,1,1,2,2,2,34000,1,1,1,1,1,1,2,8,1,2,1,2,1,,2,18,5,3,2
haneda,6,1,1,1,2,2,2,100000,3,1,1,1,2,2,1,9,5,1,1,1,1,,2,21,5,4,3
haneda,6,1,1,1,1,1,2,90000,8,1,1,1,1,2,2,2,1,1,1,2,1,,2,18,5,4,3
haneda,9,1,1,2,2,2,2,85000,1,1,1,1,2,2,1,11,3,1,2,1,2,,2,35,2,4,4
haneda,8,1,1,2,2,2,2,70000,1,1,1,1,2,2,1,11,9,1,1,1,2,,2,31,5,3,4
haneda,8,1,1,2,2,2,2,200000,4,1,1,1,2,2,2,10,6,1,1,1,1,,2,29,5,3,3
haneda,8,1,2,2,2,2,2,20000,2,1,1,1,2,2,2,11,1,1,1,1,1,,1,60,1,3,4
haneda,3,2,2,1,1,1,1,25000,3,2,1,1,1,1,2,1,1,1,1,2,2,,1,31,2,3,4
haneda,5,1,2,1,1,1,1,NA,NA,1,1,1,1,2,2,1,1,2,2,2,2,,2,29,5,3,2
haneda,8,1,1,1,2,2,2,40000,1,2,1,1,1,2,2,10,6,1,1,1,1,,1,20,5,3,3
haneda,6,1,1,1,2,2,1,50000,2,1,1,1,2,2,2,5,1,1,1,1,1,,2,24,1,3,3
haneda,8,1,1,1,2,2,1,90000,2,1,1,1,2,2,1,11,11,1,1,1,1,,2,40,1,3,3
haneda,4,2,2,1,1,2,1,90000,2,1,1,1,2,2,2,10,9,1,1,2,2,,1,39,1,3,3
haneda,8,2,1,2,2,2,2,109000,2,1,1,1,2,2,1,11,11,1,1,1,1,,2,56,1,1,4
haneda,7,1,1,2,2,2,2,100000,3,1,1,1,2,2,1,7,4,1,1,1,1,,2,21,5,3,3
haneda,9,2,2,2,2,2,2,200000,3,1,1,1,2,2,1,11,11,1,1,1,2,,1,56,1,4,4
haneda,8,1,1,1,2,2,2,NA,2,1,1,1,2,2,2,9,3,1,1,1,1,,2,16,5,4,2
haneda,7,1,1,1,2,2,2,185000,3,1,1,1,2,2,1,11,8,1,1,1,1,,2,48,1,4,4
haneda,6,1,1,2,2,2,2,NA,4,1,1,1,2,2,1,8,4,1,2,2,1,,1,21,5,4,3
haneda,8,1,1,1,1,2,2,65000,3,1,1,1,2,2,1,11,8,1,1,1,1,,2,21,5,3,4
haneda,6,1,1,2,2,2,2,40000,1,1,1,1,2,2,1,11,6,1,1,1,1,,2,20,5,4,3
haneda,7,1,1,2,2,2,2,60000,7,1,1,1,2,2,1,9,1,1,1,1,2,,2,20,5,3,3
haneda,6,1,2,1,2,2,2,16000,1,1,1,1,2,2,2,11,1,1,1,1,2,,2,21,5,3,3
haneda,8,1,2,1,1,2,2,100000,3,1,1,1,2,2,1,9,7,1,1,1,1,,2,19,2,4,3
haneda,7,1,1,2,2,2,2,40000,4,1,1,1,2,2,1,3,1,1,1,1,1,,2,21,5,4,3
haneda,5,1,1,1,2,2,2,40000,4,1,2,1,2,2,2,4,1,1,1,1,2,,2,36,6,3,3
haneda,8,2,2,1,1,1,2,NA,5,1,1,1,2,2,1,6,3,2,1,2,2,,2,19,5,4,3
haneda,7,1,1,2,2,2,2,57000,1,1,1,1,2,2,1,11,11,1,1,1,1,,2,79,5,3,4
haneda,8,2,1,1,1,2,2,60000,4,1,1,1,2,2,1,11,6,1,1,1,2,,2,33,3,1,3
haneda,6,2,2,1,1,1,2,23000,5,1,1,1,2,2,2,7,1,1,1,1,2,,2,21,5,4,2
haneda,9,2,1,2,2,2,2,500000,4,1,1,1,2,2,1,11,11,1,1,2,1,,2,40,1,4,4
